13,"","","","","","","ëçêîÅiíjèóï Åj","","","","","","","","","","íj","","","","","","","","","","èó","","","","","","","","",""
14,"Å¶ëÂçÄñ⁄","ínàÊÉRÅ[Éh","ínàÊéØï ÉRÅ[Éh","","","","ëçêîÅiîzãÙä÷åWÅj","ñ¢ç•","óLîzãÙ","éÄï ","ó£ï ","îzãÙä÷åWÅuïsè⁄Åv","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjñ¢ç• 2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjóLîzãÙ 2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjéÄï  2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjó£ï  2)","ëçêîÅiîzãÙä÷åWÅj","ñ¢ç•","óLîzãÙ","éÄï ","ó£ï ","îzãÙä÷åWÅuïsè⁄Åv","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjñ¢ç• 2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjóLîzãÙ 2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjéÄï  2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjó£ï  2)","ëçêîÅiîzãÙä÷åWÅj","ñ¢ç•","óLîzãÙ","éÄï ","ó£ï ","îzãÙä÷åWÅuïsè⁄Åv","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjñ¢ç• 2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjóLîzãÙ 2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjéÄï  2)","ÅiîzãÙä÷åWï äÑçáÅiÅìÅjÅjó£ï  2)"
15,"","","","","","00 ëSçë",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,"01","28000","a","nen5F.0006","1","Å@40Å`44çŒ",430624,98124,294645,1709,27282,8864,23.2653641882,69.8608213202,0.4052067527,6.4686077390,210980,56024,139895,414,9052,5595,27.2775519147,68.1135428585,0.2015726562,4.4073325705,219644,42100,154750,1295,18230,3269,19.4569612940,71.5193529752,0.5984979780,8.4251877527
1103,"01","28000","a","nen5F.0007","1","Å@45Å`49çŒ",383156,73566,268863,3255,30191,7281,19.5719321583,71.5298969072,0.8659793814,8.0321915530,186728,41879,128986,736,10562,4565,22.9898497499,70.8080126041,0.4040337500,5.7981038960,196428,31687,139877,2519,19629,2716,16.3577888825,72.2087428760,1.3003840753,10.1330841662
1104,"01","28000","a","nen5F.0008","1","Å@50Å`54çŒ",347775,51320,254844,5715,30198,5698,15.0024702041,74.4990163033,1.6706764851,8.8278370075,168080,29720,122419,1241,11153,3547,18.0632456711,74.4039189707,0.7542559851,6.7785793731,179695,21600,132425,4474,19045,2151,12.1659982877,74.5871445951,2.5199387194,10.7269183977
1105,"01","28000","a","nen5F.0009","1","Å@55Å`59çŒ",322093,35958,244457,10030,26817,4831,11.3338502563,77.0520894403,3.1614249422,8.4526353613,154977,21898,117435,2035,10725,2884,14.3977697856,77.2126264851,1.3379971465,7.0516065828,167116,14060,127022,7995,16092,1947,8.5124932645,76.9042616956,4.8404967034,9.7427483366
1106,"01","28000","a","nen5F.0010","1","Å@60Å`64çŒ",362975,31885,277775,20093,27659,5563,8.9210770763,77.7184313901,5.6218034090,7.7386881246,174574,20592,135005,4218,11440,3319,12.0241744767,78.8327348107,2.4629937812,6.6800969315,188401,11293,142770,15875,16219,2244,6.0663848257,76.6933287494,8.5277480836,8.7125383413
1107,"01","28000","a","nen5F.0011","1","Å@65Å`69çŒ",434111,29218,327673,40325,30500,6395,6.8311683454,76.6099467871,9.4279849246,7.1308999430,207193,17152,165671,8351,12361,3658,8.4270518584,81.3968113592,4.1029798315,6.0731569509,226918,12066,162002,31974,18139,2737,5.3822580861,72.2639295926,14.2625824668,8.0912298544
1108,"01","28000","a","nen5F.0012","1","Å@70Å`74çŒ",352666,16033,255767,56197,19630,5039,4.6121273664,73.5751250622,16.1658904515,5.6468571198,163152,7602,134982,10494,7538,2536,4.7330278428,84.0401952483,6.5335956567,4.6931812522,189514,8431,120785,45703,12092,2503,4.5082909561,64.5871098492,24.4386693831,6.4659298116
1109,"01","28000","a","nen5F.0013","1","Å@75Å`79çŒ",274773,9700,178522,70834,11832,3885,3.5808156877,65.9025132158,26.1488142701,4.3678568264,121621,3644,100341,11850,4354,1432,3.0318914377,83.4860095350,9.8594713327,3.6226276947,153152,6056,78181,58984,7478,2453,4.0186066265,51.8789109417,39.1402729945,4.9622094374
1110,"01","28000","a","nen5F.0014","1","Å@80Å`84çŒ",215838,7066,112567,85659,6741,3805,3.3325001297,53.0893775969,40.3989001712,3.1792221022,86433,1708,68378,13243,2025,1079,2.0010778640,80.1110668510,15.5153829932,2.3724722919,129405,5358,44189,72416,4716,2726,4.2295881717,34.8826561624,57.1649602539,3.7227954120
1111,"01","28000","a","nen5F.0015","1","Å@85Å`89çŒ",131445,4111,47347,73846,3470,2671,3.1924146179,36.7675151816,57.3454268719,2.6946433286,44901,612,31690,11351,649,599,1.3814274751,71.5317592885,25.6218680872,1.4649451492,86544,3499,15657,62495,2821,2072,4.1422009660,18.5351359030,73.9830949901,3.3395681409
1112,"01","28000","a","nen5F.0016","1","Å@90Å`94çŒ",55485,1484,10499,40595,1275,1632,2.7556496388,19.4956641227,75.3811301135,2.3675561250,13689,131,7757,5408,149,244,0.9743399033,57.6943101525,40.2231312756,1.1082186687,41796,1353,2742,35187,1126,1388,3.3483468620,6.7857849931,87.0792912295,2.7865769155
1113,"01","28000","a","nen5F.0017","1","Å@95Å`99çŒ",14727,313,1278,12308,269,559,2.2092038396,9.0203274986,86.8718238283,1.8986448334,2433,22,990,1333,27,61,0.9274873524,41.7369308600,56.1973018550,1.1382799325,12294,291,288,10975,242,498,2.4669379451,2.4415055951,93.0400135639,2.0515428959
1114,"01","28000","a","nen5F.0018","1","Å@100çŒà»è„",2601,61,105,2304,38,93,2.4322169059,4.1866028708,91.8660287081,1.5151515152,339,4,79,244,3,9,1.2121212121,23.9393939394,73.9393939394,0.9090909091,2262,57,26,2060,35,84,2.6170798898,1.1937557392,94.5821854913,1.6069788797
1115,"01","28000","a","nenH.0001","1","Å@ïΩãœîNóÓ",52.2044055073,33.2967793536,56.3280938164,78.7956909501,56.4023360346,49.8212549957,-,-,-,-,50.9023137296,33.6343887506,57.5918831481,77.1060367933,56.7666919448,46.6060728093,-,-,-,-,53.3635178397,32.9156293780,55.0757806819,79.1369905725,56.1934247294,53.7481371271,-,-,-,-
1116,"01","28000","a","nen653.0001","1","Å@ÅiçƒåfÅj65çŒà»è„",1481646,67986,933758,382068,73755,24079,4.6643481912,64.0627840779,26.2127229829,5.0601447481,639761,30875,509888,62274,27106,9618,4.8996815009,80.9162364733,9.8825187299,4.3015632960,841885,37111,423870,319794,46649,14461,4.4851249178,51.2276656225,38.6493502727,5.6378591871
1117,"01","28000","a","nen653.0002","2","Å@Å@ÅiçƒåfÅj75çŒà»è„",694869,22735,350318,285546,23625,12645,3.3324831727,51.3494101644,41.8551678041,3.4629388588,269416,6121,209235,43429,7207,3424,2.3011970285,78.6621402147,16.3271827724,2.7094799844,425453,16614,141083,242117,16418,9221,3.9915239578,33.8952795556,58.1687616522,3.9444348344
1118,"01","28000","a","nen653.0003","3","Å@Å@Å@ÅiçƒåfÅj85çŒà»è„",204258,5969,59229,129053,5052,4955,2.9949373567,29.7180674651,64.7521612821,2.5348338961,61362,769,40516,18336,828,913,1.2721467684,67.0250955351,30.3330079902,1.3697497064,142896,5200,18713,110717,4224,4042,3.7449407291,13.4767453584,79.7362697510,3.0420441615
1119,"","","","","","28100 ê_åÀés",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,"01","28100","1","nen5F.0000","0","ëçêîÅi15çŒà»è„îNóÓÅj",1333394,369775,732259,115703,76047,39610,28.5808914007,56.5982420559,8.9429920296,5.8778745138,621287,188594,364142,19333,26757,22461,31.4939565082,60.8093168967,3.2284837332,4.4682428619,712107,181181,368117,96370,49290,17149,26.0707841337,52.9696758653,13.8670250576,7.0925149433
1121,"01","28100","1","nen5F.0001","1","Å@15Å`19çŒ",72765,71307,265,3,22,1168,99.5949550959,0.3701272400,0.0041901197,0.0307275445,36937,36087,113,-,9,728,99.6630671932,0.3120771079,0.0000000000,0.0248556989,35828,35220,152,3,13,440,99.5252628009,0.4295241325,0.0084774500,0.0367356166
1122,"01","28100","1","nen5F.0002","1","Å@20Å`24çŒ",76174,68909,3511,20,277,3457,94.7632603105,4.8283069984,0.0275038849,0.3809288062,37089,33585,1338,7,60,2099,95.9845670191,3.8239496999,0.0200057159,0.1714775650,39085,35324,2173,13,217,1358,93.6305563655,5.7598006733,0.0344580804,0.5751848809
1123,"01","28100","1","nen5F.0003","1","Å@25Å`29çŒ",76586,51260,20460,45,998,3823,70.4478924728,28.1186866952,0.0618446188,1.3715762132,36884,25769,8636,21,268,2190,74.2750907938,24.8919121462,0.0605291981,0.7724678619,39702,25491,11824,24,730,1633,66.9599936957,31.0593921563,0.0630434212,1.9175707268
1124,"01","28100","1","nen5F.0004","1","Å@30Å`34çŒ",85533,35144,44147,69,2403,3770,42.9827672664,53.9938603036,0.0843902499,2.9389821802,41108,18118,20061,19,730,2180,46.5423345664,51.5336004932,0.0488080559,1.8752568845,44425,17026,24086,50,1673,1590,39.7478697327,56.2297186880,0.1167269756,3.9056846037
1125,"01","28100","1","nen5F.0005","1","Å@35Å`39çŒ",97783,28888,61061,179,4194,3461,30.6270011238,64.7367528254,0.1897754501,4.4464706007,46698,15056,28279,48,1292,2023,33.7011751539,63.2993844432,0.1074426413,2.8919977616,51085,13832,32782,131,2902,1438,27.8606965174,66.0301730215,0.2638628719,5.8452675892
1126,"01","28100","1","nen5F.0006","1","Å@40Å`44çŒ",119499,29203,78388,459,7609,3840,25.2492240120,67.7750974848,0.3968562758,6.5788222274,57885,15746,37213,110,2407,2409,28.3834450934,67.0794577835,0.1982839426,4.3388131805,61614,13457,41175,349,5202,1431,22.3601349218,68.4163301929,0.5798979778,8.6436369074
1127,"01","28100","1","nen5F.0007","1","Å@45Å`49çŒ",106176,22108,71191,862,8809,3206,21.4703311644,69.1376128970,0.8371370302,8.5549189084,51418,11859,34387,195,2915,2062,24.0274738634,69.6713672097,0.3950887430,5.9060701840,54758,10249,36804,667,5894,1144,19.1162755997,68.6462491140,1.2440780393,10.9933972470
1128,"01","28100","1","nen5F.0008","1","Å@50Å`54çŒ",97117,16090,67669,1541,9162,2655,17.0333043975,71.6362135038,1.6313438208,9.6991382778,46486,8778,32491,322,3198,1697,19.5985621470,72.5423653129,0.7189265221,7.1401460180,50631,7312,35178,1219,5964,958,14.7202705695,70.8191572887,2.4540494836,12.0065226582
1129,"01","28100","1","nen5F.0009","1","Å@55Å`59çŒ",90603,11355,65933,2754,8338,2223,12.8479293958,74.6017198461,3.1160896130,9.4342611451,43014,6489,31556,556,3092,1321,15.5637637013,75.6865660902,1.3335571919,7.4161130166,47589,4866,34377,2198,5246,902,10.4226015807,73.6329170861,4.7079486795,11.2365326536
1130,"01","28100","1","nen5F.0010","1","Å@60Å`64çŒ",99731,10333,72866,5191,8886,2455,10.6223528928,74.9064517455,5.3363625149,9.1348328467,47944,6267,35512,1084,3571,1510,13.4965757850,76.4784425206,2.3344962743,7.6904854202,51787,4066,37354,4107,5315,945,7.9973250462,73.4707525274,8.0779670351,10.4539553912
1131,"01","28100","1","nen5F.0011","1","Å@65Å`69çŒ",120078,10192,86254,10722,10102,2808,8.6910548307,73.5516329837,9.1430033257,8.6143088599,57216,5649,43652,2235,4047,1633,10.1631793894,78.5348038069,4.0210136193,7.2810031844,62862,4543,42602,8487,6055,1175,7.3645986999,69.0615526772,13.7581662263,9.8156823966
1132,"01","28100","1","nen5F.0012","1","Å@70Å`74çŒ",97297,6081,66840,15487,6724,2165,6.3921708784,70.2602699407,16.2794853467,7.0680738343,44584,2805,35256,2880,2517,1126,6.4545078006,81.1266049979,6.6270882231,5.7917989783,52713,3276,31584,12607,4207,1039,6.3397453265,61.1216472501,24.3971823354,8.1414250881
1133,"01","28100","1","nen5F.0013","1","Å@75Å`79çŒ",76636,3732,47401,19663,4215,1625,4.9752702937,63.1920651638,26.2134886883,5.6191758542,33121,1393,26243,3263,1571,651,4.2901139513,80.8222975054,10.0492762550,4.8383122883,43515,2339,21158,16400,2644,974,5.4982252415,49.7355492349,38.5510448744,6.2151806493
1134,"01","28100","1","nen5F.0014","1","Å@80Å`84çŒ",61605,2820,30700,24070,2516,1499,4.6917113100,51.0764316374,40.0459188767,4.1859381759,24210,683,18598,3663,794,472,2.8772432387,78.3469542506,15.4309545876,3.3448479232,37395,2137,12102,20407,1722,1027,5.8760448746,33.2765068192,56.1125164980,4.7349318082
1135,"01","28100","1","nen5F.0015","1","Å@85Å`89çŒ",36167,1631,12402,20072,1213,849,4.6180417917,35.1152386885,56.8322102044,3.4345093154,12218,247,8409,3098,215,249,2.0636644665,70.2564959479,25.8835324589,1.7963071267,23949,1384,3993,16974,998,600,5.9274487130,17.1013747912,72.6969035076,4.2742729881
1136,"01","28100","1","nen5F.0016","1","Å@90Å`94çŒ",14970,585,2803,10662,463,457,4.0308688762,19.3137187349,73.4651691587,3.1902432302,3720,56,2105,1411,55,93,1.5439757375,58.0369451337,38.9026743865,1.5164047422,11250,529,698,9251,408,364,4.8594525078,6.4119051993,84.9807091677,3.7479331251
1137,"01","28100","1","nen5F.0017","1","Å@95Å`99çŒ",3964,113,348,3273,103,127,2.9450091217,9.0695856138,85.3010164191,2.6843888455,663,7,279,347,14,16,1.0819165379,43.1221020093,53.6321483771,2.1638330757,3301,106,69,2926,89,111,3.3228840125,2.1630094044,91.7241379310,2.7899686520
1138,"01","28100","1","nen5F.0018","1","Å@100çŒà»è„",710,24,20,631,13,22,3.4883720930,2.9069767442,91.7151162791,1.8895348837,92,-,14,74,2,2,0.0000000000,15.5555555556,82.2222222222,2.2222222222,618,24,6,557,11,20,4.0133779264,1.0033444816,93.1438127090,1.8394648829
1139,"01","28100","1","nenH.0001","1","Å@ïΩãœîNóÓ",52.0125799276,34.3402623217,56.3040802503,78.8100524619,57.7231251726,48.4143398132,-,-,-,-,50.7329599686,34.2915681305,57.5704203305,77.1507525992,58.2416377023,46.2494768710,-,-,-,-,53.1290009788,34.3909488302,55.0514143601,79.1429282972,57.4416514506,51.2497813284,-,-,-,-
1140,"01","28100","1","nen653.0001","1","Å@ÅiçƒåfÅj65çŒà»è„",411427,25178,246768,104580,25349,9552,6.2651321928,61.4041679627,26.0230171073,6.3076827372,175824,10840,134556,16971,9215,4242,6.3176790106,78.4208133720,9.8908976466,5.3706099707,235603,14338,112212,87609,16134,5310,6.2259816842,48.7257537137,38.0424068469,7.0058577551
1141,"01","28100","1","nen653.0002","2","Å@Å@ÅiçƒåfÅj75çŒà»è„",194052,8905,93674,78371,8523,4579,4.6998780829,49.4392340861,41.3626215872,4.4982662437,74024,2386,55648,11856,2651,1483,3.2891743979,76.7124798390,16.3438607133,3.6544850498,120028,6519,38026,66515,5872,3096,5.5750350631,32.5197550713,56.8834878391,5.0217220265
1142,"01","28100","1","nen653.0003","3","Å@Å@Å@ÅiçƒåfÅj85çŒà»è„",55811,2353,15573,34638,1792,1455,4.3288689381,28.6500110383,63.7243358599,3.2967841637,16693,310,10807,4930,286,360,1.8979979183,66.1666564624,30.1842894753,1.7510561440,39118,2043,4766,29708,1506,1095,5.3730636720,12.5345185809,78.1316571549,3.9607605923
1143,"","","","","","29 ìﬁó«åß",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,"01","29000","a","nen5F.0000","0","ëçêîÅi15çŒà»è„îNóÓÅj",1185166,299333,710302,108311,57058,10162,25.4750622126,60.4510282518,9.2179260666,4.8559834690,552098,155744,352547,18928,19932,4947,28.4645372118,64.4332186179,3.4593741033,3.6428700669,633068,143589,357755,89383,37126,5215,22.8698437373,56.9806945256,14.2362941644,5.9131675727
1145,"01","29000","a","nen5F.0001","1","Å@15Å`19çŒ",70004,69464,202,8,26,304,99.6614060258,0.2898134864,0.0114777618,0.0373027260,35472,35301,66,4,4,97,99.7908127208,0.1865724382,0.0113074205,0.0113074205,34532,34163,136,4,22,207,99.5280407866,0.3962126730,0.0116533139,0.0640932265
1146,"01","29000","a","nen5F.0002","1","Å@20Å`24çŒ",65484,61332,3064,13,267,808,94.8296122209,4.7374605727,0.0201001917,0.4128270147,31891,30176,1173,8,79,455,95.9918564703,3.7313907622,0.0254485303,0.2513042372,33593,31156,1891,5,188,353,93.7304452467,5.6889290012,0.0150421179,0.5655836342
1147,"01","29000","a","nen5F.0003","1","Å@25Å`29çŒ",61935,42976,16924,26,1058,951,70.4709431982,27.7515413879,0.0426341335,1.7348812803,29857,21868,7095,7,308,579,74.6908941868,24.2332126511,0.0239087369,1.0519844252,32078,21108,9829,19,750,372,66.5741500032,31.0004415568,0.0599255661,2.3654828739
1148,"01","29000","a","nen5F.0004","1","Å@30Å`34çŒ",68091,28540,36510,71,2217,753,42.3832011643,54.2190145237,0.1054382370,3.2923460750,32808,15307,16309,10,709,473,47.3387969692,50.4376063090,0.0309262409,2.1926704809,35283,13233,20201,61,1508,280,37.8053309716,57.7121960975,0.1742707768,4.3082021541
1149,"01","29000","a","nen5F.0005","1","Å@35Å`39çŒ",79979,23200,52278,137,3744,620,29.2342393427,65.8753260500,0.1726332237,4.7178013836,38523,12847,24131,42,1161,342,33.6476257825,63.2015924151,0.1100023572,3.0407794453,41456,10353,28147,95,2583,278,25.1420661518,68.3544611200,0.2307057166,6.2727670115
1150,"01","29000","a","nen5F.0006","1","Å@40Å`44çŒ",99571,22174,69752,377,6467,801,22.4501366812,70.6206337957,0.3816948466,6.5475346765,47963,12418,32921,88,2044,492,26.1591287312,69.3497082429,0.1853763350,4.3057866908,51608,9756,36831,289,4423,309,19.0179145792,71.7967211836,0.5633638083,8.6220004289
1151,"01","29000","a","nen5F.0007","1","Å@45Å`49çŒ",90666,16120,65964,741,7197,644,17.9067339095,73.2754215636,0.8231321233,7.9947124036,42950,9071,30902,168,2395,414,21.3254654881,72.6490502163,0.3949595637,5.6305247320,47716,7049,35062,573,4802,230,14.8443751843,73.8364991787,1.2066714400,10.1124541970
1152,"01","29000","a","nen5F.0008","1","Å@50Å`54çŒ",84853,10409,65219,1474,7168,583,12.3519639255,77.3929037617,1.7491396701,8.5059926427,40125,6026,30815,320,2599,365,15.1559356137,77.5025150905,0.8048289738,6.5367203219,44728,4383,34404,1154,4569,218,9.8472253426,77.2949898899,2.5926758032,10.2651089643
1153,"01","29000","a","nen5F.0009","1","Å@55Å`59çŒ",80986,7040,64826,2434,6254,432,8.7394791072,80.4752091765,3.0215755890,7.7637361273,38198,4183,30791,513,2451,260,11.0258843376,81.1613685487,1.3522062312,6.4605408825,42788,2857,34035,1921,3803,172,6.7040548151,79.8643701896,4.5076966398,8.9238783555
1154,"01","29000","a","nen5F.0010","1","Å@60Å`64çŒ",94983,6211,76739,5112,6414,507,6.5741563995,81.2259198103,5.4108980058,6.7890257843,44965,3779,37253,1073,2568,292,8.4592483155,83.3904147919,2.4018982383,5.7484386542,50018,2432,39486,4039,3846,215,4.8832399655,79.2843804590,8.1099532157,7.7224263599
1155,"01","29000","a","nen5F.0011","1","Å@65Å`69çŒ",113923,5209,91223,10137,6704,650,4.5986245619,80.5337547341,8.9491758848,5.9184448192,53309,2808,45476,2056,2626,343,5.3015141789,85.8588528490,3.8817354529,4.9578975192,60614,2401,45747,8081,4078,307,3.9812957036,75.8568657038,13.3997711708,6.7620674217
1156,"01","29000","a","nen5F.0012","1","Å@70Å`74çŒ",94142,2600,72265,14346,4348,583,2.7789950726,77.2400303552,15.3336397354,4.6473348368,43922,1023,38352,2715,1585,247,2.3423010876,87.8122495707,6.2163709216,3.6290784201,50220,1577,33913,11631,2763,336,3.1613342956,67.9837222356,23.3160933365,5.5388501323
1157,"01","29000","a","nen5F.0013","1","Å@75Å`79çŒ",72335,1680,49568,17891,2598,598,2.3418877288,69.0968398455,24.9397103308,3.6215620949,33395,552,28575,3191,881,196,1.6627006838,86.0718696346,9.6117352932,2.6536943884,38940,1128,20993,14700,1717,402,2.9269811615,54.4735066687,38.1441693913,4.4553427786
1158,"01","29000","a","nen5F.0014","1","Å@80Å`84çŒ",54294,1223,29666,21266,1454,685,2.2813333582,55.3377231435,39.6687123431,2.7122311552,22478,261,18020,3638,371,188,1.1709286676,80.8434275460,16.3212202782,1.6644235083,31816,962,11646,17628,1083,497,3.0716178677,37.1850953096,56.2853220090,3.4579648137
1159,"01","29000","a","nen5F.0015","1","Å@85Å`89çŒ",34256,763,12888,19201,752,652,2.2705630282,38.3525770742,57.1390310677,2.2378288299,11852,94,8414,3099,115,130,0.8019109367,71.7795598021,26.4374680089,0.9810612523,22404,669,4474,16102,637,522,3.0573073759,20.4460286994,73.5855954666,2.9110684581
1160,"01","29000","a","nen5F.0016","1","Å@90Å`94çŒ",14964,313,2840,11085,310,416,2.1514984878,19.5215837228,76.1960406929,2.1308770965,3713,28,2002,1592,34,57,0.7658643326,54.7592997812,43.5448577681,0.9299781182,11251,285,838,9493,276,359,2.6165993390,7.6937201616,87.1557106133,2.5339698862
1161,"01","29000","a","nen5F.0017","1","Å@95Å`99çŒ",3985,69,342,3360,69,145,1.7968750000,8.9062500000,87.5000000000,1.7968750000,604,2,231,354,1,16,0.3401360544,39.2857142857,60.2040816327,0.1700680272,3381,67,111,3006,68,129,2.0602706027,3.4132841328,92.4354243542,2.0910209102
1162,"01","29000","a","nen5F.0018","1","Å@100çŒà»è„",715,10,32,632,11,30,1.4598540146,4.6715328467,92.2627737226,1.6058394161,73,-,21,50,1,1,0.0000000000,29.1666666667,69.4444444444,1.3888888889,642,10,11,582,10,29,1.6313213703,1.7944535073,94.9429037520,1.6313213703
1163,"01","29000","a","nenH.0001","1","Å@ïΩãœîNóÓ",52.8279304334,31.6303631741,57.4924891103,79.0521230531,55.9389217989,54.2066522338,-,-,-,-,51.6523262174,31.8008462605,58.8207742514,77.5995350803,56.1624021674,48.3190822721,-,-,-,-,53.8531737507,31.4454484675,56.1835404117,79.3597272412,55.8189409039,59.7916586769,-,-,-,-
1164,"01","29000","a","nen653.0001","1","Å@ÅiçƒåfÅj65çŒà»è„",388614,11867,258824,97918,16246,3759,3.0834989801,67.2523417911,25.4428291175,4.2213301113,169346,4768,141091,16695,5614,1178,2.8352599781,83.8988392560,9.9275724276,3.3383283383,219268,7099,117733,81223,10632,2581,3.2761540840,54.3332087296,37.4840207304,4.9066164560
1165,"01","29000","a","nen653.0002","2","Å@Å@ÅiçƒåfÅj75çŒà»è„",180549,4058,95336,73435,5194,2526,2.2794807413,53.5526308398,41.2502878841,2.9176005348,72115,937,57263,11924,1403,588,1.3099948271,80.0578802410,16.6706278748,1.9614970571,108434,3121,38073,61511,3791,1938,2.9306265024,35.7506385216,57.7589768630,3.5597581130
1166,"01","29000","a","nen653.0003","3","Å@Å@Å@ÅiçƒåfÅj85çŒà»è„",53920,1155,16102,34278,1142,1243,2.1926077795,30.5674203163,65.0720428270,2.1679290772,16242,124,10668,5095,151,204,0.7731637361,66.5170220726,31.7683002868,0.9415139045,37678,1031,5434,29183,991,1039,2.8139414285,14.8311908076,79.6500996206,2.7047681432
1167,"","","","","","30 òaâÃéRåß",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,"01","30000","a","nen5F.0000","0","ëçêîÅi15çŒà»è„îNóÓÅj",842518,199292,489099,93717,52026,8384,23.8920844852,58.6355429703,11.2352451764,6.2371273680,391097,108695,244162,14996,19068,4176,28.0922979109,63.1038377343,3.8757265695,4.9281377852,451421,90597,244937,78721,32958,4208,20.2581320310,54.7696511506,17.6025741649,7.3696426535
1169,"01","30000","a","nen5F.0001","1","Å@15Å`19çŒ",45295,44858,218,6,22,191,99.4545938276,0.4833274211,0.0133025896,0.0487761618,23044,22896,72,2,5,69,99.6561479869,0.3133841132,0.0087051143,0.0217627856,22251,21962,146,4,17,122,99.2453341769,0.6597677256,0.0180758281,0.0768222694
1170,"01","30000","a","nen5F.0002","1","Å@20Å`24çŒ",37816,33930,3000,15,268,603,91.1778142047,8.0616988687,0.0403084943,0.7201784323,19009,17421,1167,3,65,353,93.3801457976,6.2553602058,0.0160806175,0.3484133791,18807,16509,1833,12,203,250,88.9637333621,9.8776741930,0.0646656248,1.0939268201
1171,"01","30000","a","nen5F.0003","1","Å@25Å`29çŒ",42095,26657,13846,20,1036,536,64.1425443346,33.3164898097,0.0481243533,2.4928415024,21022,14384,6025,4,286,323,69.4912797720,29.1076863617,0.0193246051,1.3817092613,21073,12273,7821,16,750,213,58.8350910834,37.4928092042,0.0767018217,3.5953978907
1172,"01","30000","a","nen5F.0004","1","Å@30Å`34çŒ",46856,18547,25749,55,2055,450,39.9668146360,55.4863595225,0.1185191570,4.4283066845,22949,10464,11603,12,610,260,46.1192648420,51.1393186125,0.0528890652,2.6885274803,23907,8083,14146,43,1445,190,34.0810389172,59.6449803938,0.1813045495,6.0926761395
1173,"01","30000","a","nen5F.0005","1","Å@35Å`39çŒ",54178,15143,34916,141,3502,476,28.1982049086,65.0180626420,0.2625600536,6.5211723958,26760,8829,16496,44,1135,256,33.3119529128,62.2396619378,0.1660126773,4.2823724721,27418,6314,18420,97,2367,220,23.2149422752,67.7255680565,0.3566438709,8.7028457975
1174,"01","30000","a","nen5F.0006","1","Å@40Å`44çŒ",67600,15300,45426,303,5929,642,22.8501448669,67.8425281520,0.4525224768,8.8548045043,33245,9121,21743,80,1934,367,27.7419551068,66.1323681489,0.2433238032,5.8823529412,34355,6179,23683,223,3995,275,18.1308685446,69.4923708920,0.6543427230,11.7224178404
1175,"01","30000","a","nen5F.0007","1","Å@45Å`49çŒ",61294,11578,42130,607,6398,581,19.0700508952,69.3920577142,0.9997858778,10.5381055128,29207,6812,19713,132,2162,388,23.6371838024,68.4027898262,0.4580311600,7.5019952115,32087,4766,22417,475,4236,193,14.9432495140,70.2859472001,1.4893083339,13.2814949520
1176,"01","30000","a","nen5F.0008","1","Å@50Å`54çŒ",61287,8506,44510,1182,6594,495,13.9919726280,73.2168706409,1.9443347809,10.8468219503,28898,5042,20793,248,2524,291,17.6250568043,72.6850071661,0.8669206837,8.8230153459,32389,3464,23717,934,4070,204,10.7627776915,73.6896069598,2.9019729688,12.6456423800
1177,"01","30000","a","nen5F.0009","1","Å@55Å`59çŒ",61026,6222,46821,1929,5581,473,10.2752960217,77.3223457137,3.1856390270,9.2167192377,29402,3949,22488,359,2335,271,13.5560056297,77.1961141052,1.2323641482,8.0155161169,31624,2273,24333,1570,3246,202,7.2337852460,77.4393736872,4.9964992680,10.3303417987
1178,"01","30000","a","nen5F.0010","1","Å@60Å`64çŒ",68832,5816,52792,3996,5689,539,8.5162461746,77.3022125254,5.8512585477,8.3302827523,33098,3761,25820,799,2416,302,11.4678619344,78.7291133065,2.4362727162,7.3667520429,35734,2055,26972,3197,3273,237,5.7892216244,75.9838859622,9.0063949066,9.2204975068
1179,"01","30000","a","nen5F.0011","1","Å@65Å`69çŒ",80784,5201,60792,8069,6049,673,6.4922420142,75.8847099649,10.0722747188,7.5507733020,38219,3193,30562,1572,2506,386,8.4397219359,80.7813284699,4.1551026881,6.6238469061,42565,2008,30230,6497,3543,287,4.7495151142,71.5029093145,15.3673305265,8.3802450447
1180,"01","30000","a","nen5F.0012","1","Å@70Å`74çŒ",66362,2841,47361,11726,3863,571,4.3182198173,71.9870499004,17.8231065039,5.8716237783,30215,1460,24900,2040,1527,288,4.8785377753,83.2024593177,6.8165870284,5.1024158786,36147,1381,22461,9686,2336,283,3.8506580415,62.6282623243,27.0075842070,6.5134954272
