1,"ïΩê¨27îNçëê®í≤ç∏êlå˚ìôäÓñ{èWåvÅiëçñ±è»ìùåvã«Åj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22,"0101","13106","0","ë‰ìåãÊ",198073,1568,1408,1330,1255,1217,1134,1089,1086,1136,1063,999,1105,1059,1097,1055,1149,1060,1125,1226,1424,1487,1755,1837,2124,2366,2613,2709,2839,2957,3025,3235,3285,3360,3381,3287,3449,3401,3500,3264,3495,3433,3604,3729,3582,3487,3464,3337,3274,3067,2620,2931,2746,2562,2348,2330,2373,2241,2163,2020,2102,2095,2058,2227,2253,2399,2684,3014,3075,2926,1744,1897,2361,2231,2244,2108,1977,1642,1722,1828,1734,1654,1528,1367,1252,1132,1022,902,849,702,629,530,444,370,258,232,163,91,90,57,52,30,16,14,11,2,4,1,1,-,-,-,2084,46.1497711606,44.7721537138,6778,5508,5315,5984,9569,14143,16548,17109,17835,15762,12917,10899,11032,13443,10841,8903,6933,4104,1834,453,73,6,-,17601,131798,46590,22306,6470,79,8.9806060544,67.2476516539,23.7717422917,11.3812509886,3.3012056799,0.0403083847
23,"0101","13107","0","ñnìcãÊ",256274,2288,1994,1976,1815,1752,1785,1676,1698,1733,1641,1561,1623,1712,1644,1709,1644,1756,1699,1807,1897,2035,2048,2260,2754,2954,3354,3612,3886,4049,4113,4370,4428,4383,4222,4207,4115,4294,4245,4252,4304,4306,4580,4741,4400,4455,4245,4184,4052,3917,3211,3675,3482,3296,2946,2969,2901,2830,2718,2550,2698,2694,2727,2889,3025,3132,3401,3703,3705,3578,2182,2325,2952,2876,2906,2867,2596,2184,2214,2253,2263,2125,1853,1670,1500,1438,1242,1083,982,850,790,625,487,393,287,251,208,119,88,80,47,25,19,16,9,1,1,1,-,-,-,1,2160,45.1754606200,43.9397727273,9825,8533,8249,8803,12051,19014,21610,21210,22482,19609,16368,13697,14467,16569,13926,11510,8586,4947,2043,542,70,2,1,26607,169311,58196,27701,7605,73,10.4704974933,66.6279701236,22.9015323831,10.9010129312,2.9927512849,0.0287272641
24,"0101","13108","0","ç]ìåãÊ",498109,4806,4751,4762,4623,4423,4469,4275,4154,4077,3755,3792,3689,3649,3649,3476,3504,3598,3404,3454,3549,3767,3865,4065,4654,4941,5363,5576,6002,6354,6782,7198,7797,8067,8008,8077,8236,8440,8657,8746,8952,9558,9839,10104,9891,9487,9399,8944,8539,8230,6568,7483,6871,6259,6024,5625,5530,5325,5290,4985,5097,5076,5231,5427,5705,6003,6677,7208,7522,6927,4134,4416,5529,5447,5415,5216,4759,3868,4107,3925,3850,3722,3157,2952,2589,2222,1922,1690,1492,1312,1149,892,729,547,452,364,273,160,146,105,60,36,32,19,5,3,2,1,2,-,-,1,3177,44.0373930156,43.4609240724,23365,20730,18255,17509,21292,30077,39147,43031,48879,41680,32262,26227,27442,32468,26023,20509,14642,7565,2984,744,95,5,1,62350,327546,105036,46545,11394,101,12.5976901877,66.1800004849,21.2223093273,9.4043222099,2.3021344346,0.0204068438
25,"0101","13109","0","ïiêÏãÊ",386855,3483,3255,3248,2970,2832,2780,2692,2686,2496,2457,2303,2333,2299,2280,2301,2403,2288,2330,2468,2857,2975,3094,3356,4044,4440,4712,5147,5591,6142,6196,6734,6718,6682,6591,6414,6710,6731,6977,7070,6999,7239,7293,7517,7173,6974,6512,6614,6312,6066,4933,5714,5359,4792,4623,4400,4179,4247,3968,3736,3731,3853,3687,3887,4001,4140,4752,5001,5206,5159,3096,3287,3913,3853,3729,3645,3308,2717,2906,2893,2897,2710,2401,2355,2141,1871,1720,1387,1333,1229,1042,905,631,564,414,330,247,171,125,96,70,53,36,22,13,8,6,2,2,-,1,-,11574,44.2481167445,42.9344818412,15788,13111,11516,12346,17909,27788,33139,34487,36196,30437,24888,19861,19568,23214,18427,14721,11478,6711,2844,709,132,11,-,40415,256619,78247,36606,10407,143,10.7692635652,68.3804935502,20.8502428847,9.7542907848,2.7731220072,0.0381047802
26,"0101","13110","0","ñ⁄çïãÊ",277622,2405,2247,2207,2011,2087,1993,1890,1871,1749,1715,1695,1713,1645,1722,1721,1827,1769,1799,1890,2114,2355,2475,2691,3117,3347,3647,3869,4346,4623,4772,5040,5256,5438,5145,5265,5322,5234,5247,5382,5253,5125,5204,5287,4907,4938,4734,4667,4679,4651,3756,4435,4141,3693,3455,3353,3346,3033,2919,2634,2598,2542,2531,2434,2662,2663,2892,3472,3555,3311,2147,2329,2610,2600,2516,2398,2184,1869,1966,1946,2040,1829,1766,1721,1600,1500,1341,1211,1193,950,871,733,574,485,386,323,267,178,101,110,73,44,44,27,13,10,6,3,-,2,1,1,2143,43.9416815801,42.2868356346,10957,9218,8496,9399,13985,21257,26144,26438,25461,22487,19077,14530,12832,15377,12453,10005,8416,5566,2501,729,138,12,1,28671,191610,55198,27368,8947,151,10.4076898784,69.5552111050,20.0370990166,9.9346955666,3.2477974728,0.0548136156
27,"0101","13111","0","ëÂìcãÊ",717082,5576,5386,5301,5188,5145,5082,5173,4949,5011,4744,4807,5117,4912,5037,5057,5379,5099,5229,5637,6377,6852,7048,7759,9078,9570,9792,10089,10215,10289,10546,10800,10733,10661,10351,10235,10426,10454,10806,10875,11194,11663,12249,12651,12524,12237,12145,12063,11782,11464,9097,10782,9971,9407,8833,8534,8526,8071,7814,7480,7301,7516,7438,7732,8048,8627,9294,10166,10633,10073,6332,6682,8151,7828,7803,7396,6562,5772,5825,5735,5880,5393,4696,4653,4188,3788,3390,2990,2736,2505,2108,1765,1379,1154,872,678,586,337,268,180,154,100,53,33,25,12,5,5,2,-,1,2,12958,44.8123114679,44.0813924982,26596,24959,24930,27721,40307,50931,52780,53755,61324,56551,47527,39192,39361,46498,37860,29774,22718,13729,5848,1525,223,13,2,76485,469449,158190,73832,21340,238,10.8624333214,66.6713533412,22.4662133374,10.4856530952,3.0307161807,0.0338008646
28,"0101","13112","0","ê¢ìcíJãÊ",903346,7446,6763,6635,6490,6541,6536,6462,6398,6278,6088,6084,6062,6306,6404,6526,6605,6602,6557,7922,9611,10091,9822,9392,9343,9117,9313,9670,10338,10764,11052,11764,12389,12444,12534,12916,13721,13881,14152,14290,14770,14837,15397,15517,15414,15085,15062,14826,14612,14729,12217,14260,13087,12464,11378,11081,11024,10553,9925,9188,9152,8880,8494,8730,8975,9370,10286,11443,11838,11405,7028,7591,8823,8571,8635,8241,7433,6375,6752,6863,6867,6605,5854,5825,5406,4771,4397,4084,3648,3295,2840,2206,1746,1442,1108,853,690,437,322,276,173,135,79,61,51,23,12,9,7,4,1,1,48498,44.5673476454,44.0119323832,33875,31762,31382,37297,47765,51137,62047,70814,76250,71446,62270,49842,44449,52000,41861,34290,28461,18264,7355,1898,349,33,1,97019,573317,184512,90651,27900,383,11.3492691098,67.0665428240,21.5841880662,10.6043413566,3.2637381148,0.0448032867
29,"0101","13113","0","èaíJãÊ",224533,1824,1647,1539,1436,1379,1303,1290,1173,1195,1097,1051,1042,1061,1090,1029,1033,1104,1108,1338,1659,1729,1837,1993,2417,2405,2700,2910,3222,3592,3569,3742,4051,3988,4044,4077,4187,4146,4076,4081,4119,4111,4199,4140,3818,3733,3704,3604,3635,3632,2967,3494,3191,3035,2828,2622,2636,2566,2388,2200,2118,2105,2188,2101,2213,2226,2414,2738,2847,2841,1779,1810,2172,2069,2007,1947,1742,1571,1607,1746,1635,1485,1315,1419,1339,1106,968,879,778,702,656,551,414,315,248,235,166,120,85,55,36,39,22,19,9,4,6,1,-,1,1,-,12897,44.9218138691,43.2841801991,7825,6058,5273,6242,10381,15993,19902,20609,20001,17542,15170,11908,10833,12619,10005,8301,6664,3983,1763,462,93,9,-,19156,148581,43899,21275,6310,102,9.0513901227,70.2059195978,20.7426902795,10.0526375475,2.9815343325,0.0481959591
30,"0101","13114","0","íÜñÏãÊ",328215,2458,2155,2078,1874,1894,1748,1727,1643,1584,1554,1471,1570,1526,1588,1661,1750,1757,1784,2235,3028,3322,3652,4018,4647,4974,5338,5600,5828,6117,6250,6253,6349,6099,5951,5914,5747,5840,5649,5414,5487,5573,5611,5585,5211,5224,5048,5107,4966,4925,3917,4664,4291,4103,3787,3694,3630,3499,3330,3077,3119,3110,3064,3187,3277,3584,3782,4174,4250,3968,2691,2710,3124,3120,3303,3152,2629,2296,2448,2571,2695,2457,2196,2190,2039,1822,1627,1356,1280,1140,980,902,693,548,416,321,270,157,120,90,63,46,33,16,16,7,4,3,2,1,-,1,10389,44.6210788293,42.3930170098,10459,8256,7816,10554,20613,29133,30566,28137,27204,23963,20539,16655,16222,18865,15409,12639,10704,6383,2880,700,118,10,1,26531,223586,67709,33435,10092,129,8.3476493427,70.3485554989,21.3037951584,10.5199071190,3.1753223462,0.0405882464
31,"0101","13115","0","êôï¿ãÊ",563997,4428,4089,3912,3684,3771,3676,3575,3583,3509,3338,3301,3383,3323,3481,3482,3603,3446,3418,4177,5210,6006,6064,6443,7221,7662,7930,8411,8851,8907,9045,9480,9550,9293,9107,9086,9171,9183,9106,9087,9054,9069,9335,9453,9149,9113,8847,8724,8557,8560,6920,8386,7604,7230,6818,6316,6448,6140,5973,5486,5555,5565,5551,5676,5783,5880,6466,7267,7862,7571,4820,5222,5957,6116,5922,5592,4971,4471,4888,4743,4675,4310,3869,4102,3754,3239,2829,2591,2385,2147,1834,1550,1185,988,760,630,507,336,280,205,142,93,67,41,30,16,11,10,3,2,-,1,14353,44.9427556746,43.4283528254,19884,17681,16970,19854,33396,43144,46516,45601,46119,41608,36354,29602,28455,33986,28809,23748,19274,11786,5113,1470,247,26,1,54535,370649,124460,61665,18643,274,9.9218767056,67.4343757050,22.6437475893,11.2190799863,3.3918318039,0.0498504487
32,"0101","13116","0","ñLìáãÊ",291167,2051,1875,1914,1688,1662,1613,1587,1502,1456,1395,1360,1362,1430,1477,1456,1522,1487,1545,2248,2950,3577,3758,4301,5187,5298,5708,5670,5713,5710,5752,5688,5610,5465,5465,5201,5224,5097,5114,5004,4911,4845,5001,5022,4801,4666,4605,4611,4318,4283,3440,4048,3857,3607,3333,3195,3092,3028,2988,2816,2788,2771,2807,2875,2823,3028,3370,3852,3650,3726,2176,2358,2763,2664,2654,2613,2260,1985,2158,2050,2071,1934,1722,1749,1605,1502,1315,1190,1098,977,807,796,595,450,356,288,208,143,93,80,54,36,19,19,13,5,5,5,1,-,-,3,4068,43.7242571378,41.3342331534,9190,7553,7085,9752,22121,28553,27429,25350,24335,21257,18040,14712,14304,16774,13052,10524,8512,5387,2485,578,92,11,3,23828,205853,57418,27592,8556,106,8.2995761044,71.7010508570,19.9993730386,9.6106221199,2.9801566707,0.0369210621
33,"0101","13117","0","ñkãÊ",341076,2725,2660,2526,2334,2391,2259,2210,2095,2055,2065,1990,2009,2041,2097,2078,2202,2057,2173,2517,3075,3103,3277,3657,4087,4356,4573,4810,5064,5277,5109,5353,5278,5278,5276,5125,5122,5076,5283,5220,5319,5436,5471,5553,5610,5380,5069,5013,4856,4883,3805,4493,4308,4083,3856,3797,3695,3758,3498,3355,3467,3693,3644,3878,3998,4346,4847,5227,5240,5241,3284,3606,4157,4177,4254,4089,3731,3193,3318,3389,3395,3211,2795,2756,2560,2182,2018,1785,1601,1332,1229,987,786,633,462,383,314,182,142,98,93,57,32,22,14,8,6,1,2,1,-,-,4089,46.2640739850,44.9705390335,12636,10684,10215,12024,18480,24833,26310,26020,27450,23626,20537,17773,19559,23839,20283,17026,13504,7965,3251,829,133,10,-,33535,216612,86840,42718,12188,143,9.9514224584,64.2790374703,25.7695400713,12.6764533943,3.6167567295,0.0424348714
34,"0101","13118","0","çrêÏãÊ",212264,1771,1764,1726,1622,1703,1630,1594,1603,1495,1428,1448,1453,1456,1442,1453,1527,1437,1469,1711,1814,1996,2061,2117,2419,2596,2775,2882,2955,3005,2991,3076,3230,3374,3235,3187,3400,3365,3469,3449,3532,3696,3752,3740,3604,3492,3373,3278,3291,3073,2511,2952,2852,2740,2484,2354,2362,2324,2197,2168,2189,2257,2282,2268,2494,2705,2921,3207,3207,2980,1926,1919,2348,2425,2396,2259,2113,1793,1817,1840,2004,1822,1524,1459,1349,1107,1043,972,825,745,597,536,435,343,261,188,172,114,84,69,37,35,23,11,11,7,1,1,1,1,1,1,2236,44.9877730588,43.8784683685,8586,7750,7252,7958,11189,14608,16102,17215,18284,15526,13382,11240,12006,14241,11347,9567,7261,4182,1763,476,87,5,1,23588,137510,48930,23342,6514,93,11.2308835012,65.4722227513,23.2968937475,11.1137562611,3.1014912297,0.0442798103
35,"0101","13119","0","î¬ã¥ãÊ",561916,4323,4287,4343,4042,4114,3879,3885,4003,3640,3742,3677,3739,3711,3909,3944,4152,4014,3937,4893,5942,6241,6324,6334,7240,7060,7363,7439,7648,7712,7878,8166,8201,8166,8036,8111,8212,8371,8320,8331,8769,8886,9316,9555,9179,9172,8848,8641,8394,8216,6624,7956,7365,7211,6725,6476,6326,6220,6235,5447,5784,5914,6115,6268,6497,6871,7487,7972,8355,8029,5168,5258,6260,6254,6393,6063,5394,4562,4847,4927,4886,4578,3930,3892,3555,3057,2851,2519,2176,2005,1702,1414,1080,819,734,516,405,280,216,164,113,59,60,35,18,8,8,6,3,-,-,-,13519,45.0333873088,44.1269624945,21109,19149,18980,22938,33199,38040,40680,42003,46108,40723,35733,30012,31665,37011,30228,24616,19012,11253,4563,1178,180,17,-,59238,361101,128058,60819,17191,197,10.8020284575,65.8466402989,23.3513312436,11.0903232512,3.1347728015,0.0359228807
36,"0101","13120","0","ó˚înãÊ",721722,5869,5816,5727,5555,5698,5677,5670,5711,5610,5436,5547,5674,5898,6014,6203,6236,6145,6261,6721,7097,7465,7922,8099,8761,8792,8964,9127,9461,9687,9778,10351,10504,10433,10417,10295,10684,10622,10899,10855,11592,11719,12330,12518,12188,12129,12381,11997,12017,11857,9662,11288,10528,9868,9236,8753,8688,8509,7830,7537,7243,7342,7061,7286,7550,7828,8597,9370,9332,9244,5726,6037,7444,7483,7396,7401,6734,5903,6055,6350,6386,5953,5327,5312,4788,4316,3726,3279,3090,3015,2251,1845,1395,1168,910,681,553,375,258,190,140,87,71,50,24,15,2,5,2,3,-,1,4814,44.3320858464,43.7067607483,28665,28104,29336,32460,41039,47017,52000,54652,60884,57914,49673,39807,37067,42269,35761,31428,25696,15361,5999,1516,247,12,1,86105,472513,158290,80260,23136,260,12.0106066608,65.9098517522,22.0795415869,11.1952998153,3.2271923315,0.0362668571
37,"0101","13121","0","ë´óßãÊ",670122,5270,5272,5277,5303,5295,5259,5369,5355,5232,5029,5089,5267,5352,5404,5592,5696,5640,5730,5867,6127,6222,6448,6449,6991,7037,7144,7235,7578,7632,7804,8251,8402,8574,8565,8725,8912,9242,9427,9817,10095,10555,11408,11985,11823,11377,11350,11432,10692,10657,8491,10199,9410,8637,8016,7773,7543,7378,7012,6590,6688,7063,6857,7289,7863,8502,8938,9967,10155,9876,6443,6645,8655,8700,8711,8516,7853,6460,6935,6839,6860,6350,5275,5014,4446,3844,3290,2835,2445,2106,1774,1512,1128,900,676,530,463,284,226,167,123,88,50,30,17,13,6,3,1,-,-,2,9406,45.6019802759,45.3731277533,26417,26244,26704,29060,33147,37393,42517,47493,57148,52622,44035,35211,37574,45379,41227,34947,24929,12450,4746,1263,198,10,2,79365,416200,165151,78545,18669,210,12.0119688338,62.9922689930,24.9957621732,11.8878610477,2.8255710472,0.0317837013
38,"0101","13122","0","äãè¸ãÊ",442913,3500,3615,3612,3501,3514,3501,3573,3493,3439,3285,3315,3429,3455,3632,3461,3628,3537,3724,3981,4089,4371,4382,4490,4812,4792,4950,5037,5102,5238,5364,5390,5474,5708,5971,5697,6057,6138,6399,6433,6712,6936,7447,7793,7862,7642,7399,7347,6932,7136,5705,6927,6407,6205,5687,5447,5376,5331,4933,4772,4778,5037,4887,5056,5370,5568,6250,6639,6666,6646,4038,4353,5436,5446,5396,5126,4795,4123,4438,4423,4328,4066,3595,3549,3050,2737,2327,2087,1867,1639,1377,1132,895,649,538,427,319,201,156,114,78,57,36,25,16,5,5,2,4,1,1,1,73,45.6913377292,45.5323692391,17742,17291,17292,18959,22847,25691,28240,31739,37680,34519,30673,25190,25918,30239,25757,22107,16997,9297,3641,868,139,13,1,52325,281456,109059,53063,13959,153,11.8157799657,63.5570409177,24.6271791166,11.9824315780,3.1521542769,0.0345497245
39,"0101","13123","0","ç]åÀêÏãÊ",681298,5905,6012,6069,5944,5937,5902,6009,6092,5943,5891,5787,6070,6255,6501,6413,6645,6336,6539,7032,7720,7613,7551,7681,8072,8160,8088,8272,8475,8696,8744,9160,9375,9396,9426,9348,9524,9693,10374,10361,10737,11374,12266,12490,12548,12573,12248,12221,11919,11556,9021,10575,9671,9034,8411,7772,7330,7094,6816,6092,6416,6384,6487,6666,7096,7578,8136,8947,9049,8773,5521,5970,7372,7252,7487,7132,6385,5416,5695,5597,5720,5036,4319,4066,3531,3030,2510,2198,1929,1671,1487,1164,844,747,619,480,345,208,174,131,96,58,25,34,18,9,8,3,-,-,1,-,6719,42.9798755965,42.7927542034,29867,29837,31026,34272,39077,42275,46705,50689,61251,56965,45463,33748,34211,40426,35213,28813,19982,9795,3854,954,144,12,-,90730,444656,139193,63554,14759,156,13.4498702153,65.9160750631,20.6340547215,9.4212834968,2.1878831093,0.0231255346
40,"0101","13201","2","î™â§éqés",577513,3651,3690,4011,4130,4236,4460,4536,4667,4643,4689,4623,4682,4771,5030,5089,5335,5225,5369,7517,10030,9908,9488,8129,6623,5806,5579,5625,5496,5465,5504,5731,5823,6019,6186,6181,6877,6904,7212,7398,7801,8057,8742,9260,9164,8915,8836,8651,8626,8518,6825,8283,7450,7204,6776,6454,6516,6413,6136,5991,6127,6441,6512,6837,7490,7775,8522,9315,9388,9033,5677,6304,7486,7340,7306,6860,6384,5318,5458,5156,5061,4570,4106,3902,3474,3103,2791,2392,2162,2001,1710,1375,1035,921,716,522,446,301,212,183,138,82,62,48,25,14,3,1,5,-,1,-,14466,45.1926899531,45.3674173834,19718,22995,24195,33476,39954,27669,29940,36192,44138,41456,36167,31183,35055,41935,35296,27377,19155,11056,4569,1280,231,10,-,66908,355230,140909,63678,17146,241,11.8831998039,63.0906478500,25.0261523461,11.3095354384,3.0452164739,0.0428028211
41,"0101","13000","d","ìåãûìsÅ@êlå˚èWíÜínãÊ",13294632,107193,104476,104177,100385,101487,100507,99767,99311,96847,94252,93360,95771,96775,98929,99244,102643,100395,101649,116286,134406,142042,144444,145965,154869,156112,161225,165609,171948,176885,179900,187867,192557,194288,192659,192743,198903,201291,205951,206767,212987,218554,229098,234969,229906,225651,220536,219210,212869,211312,169258,199948,185314,174550,163226,155350,153181,148602,141106,133317,134030,136023,134251,139156,146905,154018,167889,184363,188134,181656,114503,121633,147177,144999,144959,139309,125907,107695,112746,112804,112473,104413,91838,89648,81258,71889,63677,56049,50589,45066,38530,32080,24731,20132,15648,12264,9943,6284,4808,3623,2631,1771,1205,788,508,260,155,86,51,24,12,18,255194,44.6208145627,43.8883021757,517718,490684,484079,555379,743432,855567,960114,1025899,1138178,1033185,878388,710236,710353,836545,698077,571625,439046,253911,104855,27289,4532,328,18,1492481,8610731,2936226,1401604,390933,4878,11.4458997389,66.0360592228,22.5180410383,10.7489601929,2.9980816658,0.0374095877
42,"0102","13000","a","ìåãûìs",12948463,105590,102724,102666,99129,100370,99699,99242,98824,96563,94031,93324,95886,96818,99082,99300,102018,99891,100792,113369,128372,134250,136358,137169,145182,145588,149666,154083,160868,166266,169741,178187,182775,184719,183030,184228,190763,193328,198667,200398,207155,212866,223667,229531,224932,220891,215555,214320,207869,207451,165478,196277,181373,170519,160471,153201,151059,146889,139516,131983,133206,135471,133481,138727,147002,154578,168865,185554,189117,182559,114745,121919,148071,145733,145801,140139,126787,108321,113197,113328,113426,105482,93097,90432,81996,73142,64989,57341,51772,46183,39562,33042,25537,20809,16199,12751,10358,6594,5032,3826,2775,1870,1252,827,534,271,161,87,54,22,12,17,158451,44.9487659589,44.3345496195,510479,488359,484410,544442,698547,800624,912939,990311,1111887,1010673,861841,702653,709259,840840,701663,575059,444149,259847,108338,28585,4754,336,17,1483248,8343176,2963588,1421085,401877,5107,11.5969242249,65.2319638168,23.1711119583,11.1108965340,3.1421158948,0.0399295951
43,"0102","13001","b","ésïî",12865203,105035,102138,102017,98483,99716,99035,98614,98134,95909,93361,92631,95208,96139,98350,98621,101284,99127,100034,112670,127764,133677,135776,136603,144566,144969,149041,153442,160157,165589,169001,177428,181977,183875,182140,183320,189835,192398,197678,199441,206109,211697,222451,228332,223730,219710,214462,213227,206819,206322,164598,195274,180383,169569,159491,152312,150121,145900,138484,131004,132120,134332,132318,137528,145646,153184,167271,183858,187346,181007,113697,120796,146759,144420,144571,138955,125711,107453,112271,112438,112482,104575,92247,89650,81260,72441,64401,56786,51284,45646,39146,32674,25200,20566,15991,12566,10223,6487,4970,3765,2733,1833,1232,813,529,268,160,86,53,22,12,17,158226,44.9194982804,44.3003345319,507389,485053,480949,540879,695591,797230,908740,985461,1105920,1005428,857029,697629,703008,833179,695501,570355,440173,257263,106997,28178,4675,333,17,1473391,8296915,2936671,1407991,397463,5025,11.5951339174,65.2941687075,23.1106973752,11.0804560361,3.1279115403,0.0395452042
44,"0102","13002","b","åSïî",83260,555,586,649,646,654,664,628,690,654,670,693,678,679,732,679,734,764,758,699,608,573,582,566,616,619,625,641,711,677,740,759,798,844,890,908,928,930,989,957,1046,1169,1216,1199,1202,1181,1093,1093,1050,1129,880,1003,990,950,980,889,938,989,1032,979,1086,1139,1163,1199,1356,1394,1594,1696,1771,1552,1048,1123,1312,1313,1230,1184,1076,868,926,890,944,907,850,782,736,701,588,555,488,537,416,368,337,243,208,185,135,107,62,61,42,37,20,14,5,3,1,1,1,-,-,-,225,49.4276449690,51.4883838384,3090,3306,3461,3563,2956,3394,4199,4850,5967,5245,4812,5024,6251,7661,6162,4704,3976,2584,1341,407,79,3,-,9857,46261,26917,13094,4414,82,11.8708978142,55.7126512916,32.4164508942,15.7692539291,5.3158306738,0.0987535377
45,"0102","13100","1","ì¡ï ãÊïî",8836254,74799,71218,70052,66746,66735,65331,64817,63998,62252,60052,59468,60780,61184,62524,62576,64238,62645,63098,69641,78104,83070,86008,89634,100115,103117,107553,112159,118202,123002,126016,132507,135341,135714,134096,134476,138175,139351,142526,143022,147319,150330,156925,160007,155760,153002,149203,147515,143501,142029,113730,134494,124273,116452,109077,104452,102585,99774,94834,88516,89318,90264,89134,92046,96450,101815,111544,122825,125486,121492,75735,79791,96946,95715,95763,92154,83099,70982,74756,75257,75811,70751,61970,60629,54788,48725,43452,38476,34920,31156,26674,22231,17125,13947,10860,8568,6898,4325,3336,2515,1812,1188,812,546,346,177,113,65,37,16,7,15,125271,44.8304162114,43.9409893426,349550,316450,306532,337726,461944,586932,672134,710393,776024,695978,588748,475027,469709,557082,460369,379905,296863,174678,72731,18886,3069,238,15,972532,5774615,1963836,946385,269617,3322,11.1644345994,66.2911981346,22.5443672660,10.8642732973,3.0951386313,0.0381357649
46,"0102","13101","0","êÁë„ìcãÊ",54556,550,534,489,470,469,422,469,449,422,389,362,382,378,370,395,405,346,326,410,419,484,475,508,593,649,707,799,764,892,847,964,983,972,944,919,943,958,1059,1017,980,1011,1110,1012,1040,1008,918,943,928,950,687,860,773,755,728,604,625,623,545,510,558,486,465,481,455,476,579,619,617,624,396,434,471,472,475,420,357,333,360,359,369,349,290,314,282,253,246,203,192,182,172,129,108,87,49,62,45,32,24,19,17,10,5,5,2,1,5,-,-,1,-,-,1123,42.8265023487,41.7139639640,2512,2151,1887,1906,2709,4009,4782,4957,5181,4426,3720,2861,2363,2835,2272,1778,1488,995,435,137,23,6,-,6550,36914,9969,4862,1596,29,12.2583422230,69.0846480639,18.6570097131,9.0992457844,2.9869181966,0.0542735763
47,"0102","13102","0","íÜâõãÊ",136426,1767,1548,1489,1301,1273,1199,1122,1040,981,904,807,760,789,739,679,720,617,671,643,685,720,745,875,1188,1374,1571,1736,1864,2099,2268,2632,2694,2725,2747,2698,2829,2959,3078,2962,3171,3174,3202,3218,3075,2864,2773,2896,2656,2574,2027,2413,2202,1958,1737,1604,1557,1520,1271,1240,1148,1162,1174,1055,1156,1229,1314,1480,1491,1410,964,883,1114,1126,1057,1038,921,757,785,853,864,769,718,682,633,513,518,453,395,359,322,254,176,193,129,81,66,52,45,20,31,16,13,8,3,3,-,-,1,-,-,-,362,42.4877116651,41.6836352280,7378,5246,3774,3336,4902,9538,13496,14999,15533,12926,9914,6736,5776,6659,5218,4180,3315,2047,833,214,43,1,-,16398,97156,22510,10633,3138,44,12.0516815616,71.4046331138,16.5436853246,7.8147048448,2.3062676388,0.0323377234
48,"0102","13103","0","ç`ãÊ",226132,2782,2624,2404,2243,2112,1974,1874,1852,1705,1567,1412,1457,1363,1323,1269,1285,1222,1217,1245,1324,1442,1558,1635,1963,2267,2481,2751,3044,3231,3631,3843,3894,4048,4188,4215,4361,4465,4552,4465,4760,4648,4777,4845,4704,4565,4399,4300,4163,4202,3415,3865,3478,3179,3046,2769,2700,2582,2404,2244,2169,2123,1994,1962,2129,2221,2451,2743,2756,2724,1745,1694,2001,1870,1983,1877,1666,1377,1487,1460,1479,1467,1232,1265,1204,1023,948,842,805,699,599,576,439,388,289,232,208,99,96,67,63,30,25,16,16,7,3,-,1,-,-,-,249,43.2795097462,42.5094943240,12165,8972,6824,6293,8865,15138,20188,22603,23539,20479,16337,12099,10429,12419,9425,7469,6191,3893,1924,533,94,4,-,27961,155970,41952,20108,6448,98,12.3785322490,69.0490209533,18.5724467977,8.9019536663,2.8545751562,0.0433852924
49,"0102","13104","0","êVèhãÊ",300013,2223,2057,1958,1858,1753,1682,1632,1547,1469,1473,1477,1402,1418,1437,1528,1529,1572,1519,1837,2389,2963,3337,3639,4139,4302,4632,4848,5062,5344,5438,5482,5644,5477,5263,5325,5340,5213,5095,5097,5152,5187,5421,5504,5137,4908,4662,4683,4817,4676,3595,4236,4032,3881,3645,3454,3355,3226,3106,2921,2878,2942,2679,2976,3172,3242,3566,3957,4124,3993,2531,2523,3149,3137,2994,2826,2572,2250,2411,2502,2424,2300,1944,2000,1725,1661,1459,1288,1263,1077,966,820,643,522,414,330,271,164,124,97,68,34,37,11,9,10,4,2,-,-,-,-,6924,45.0072725350,42.9782885174,9849,7803,7262,8846,18380,25324,27191,25897,26157,22433,19248,15486,15011,18171,14629,12159,9630,6053,2729,724,101,6,-,24914,203973,64202,31402,9613,107,8.5004896124,69.5942188209,21.9052915667,10.7141516741,3.2798910911,0.0365076820
50,"0102","13105","0","ï∂ãûãÊ",203429,1823,1746,1723,1643,1661,1607,1578,1614,1474,1415,1389,1354,1302,1399,1343,1405,1340,1299,1570,1985,2339,2525,2645,2807,2773,2735,2702,2897,2929,2934,3178,3296,3318,3193,3235,3408,3412,3418,3427,3543,3554,3607,3617,3512,3562,3322,3334,3266,3196,2572,3101,2821,2769,2605,2430,2293,2336,2143,2050,2031,1893,1986,1934,2035,2145,2287,2540,2632,2587,1500,1599,1866,1831,1863,1846,1562,1348,1505,1515,1543,1514,1246,1239,1164,1090,1010,878,785,728,661,532,422,331,289,204,192,110,88,55,40,28,22,14,3,2,4,2,2,-,-,-,3252,43.5862286876,42.4267348631,8596,7688,6787,7599,13089,14197,16220,17208,17852,15690,13726,10853,9993,11546,9005,7473,6253,4062,1778,485,69,8,-,23071,136427,40679,20128,6402,77,11.5253001094,68.1531844318,20.3215154588,10.0551012354,3.1981696199,0.0384659576
