1,"平成27年国勢調査人口等基本集計（総務省統計局）","","","","","","","","","","","","","","",""
2,"","","","","","","第2表　男女別人口，人口性比及び世帯の種類(2区分)別世帯数，世帯人員 － 全国※，全国市部・郡部，都道府県※，都道府県市部・郡部，市区町村※，平成12年市町村 ","","","","","","","","",""
3,"","","","","","","Table 2. Population by Sex, Sex Ratio and Households and Household Members, by Type of Household (2 Groups)  - Japan*, All Shi, All Gun, Prefectures*, All Shi of Prefectures, All Gun of Prefectures, Shi*, Ku*, Machi*, Mura* and Municipalities in 2000 ","","","","","","","","",""
4,"","","","","","","","","","","","","","","",""
5,"","","","","","","to21-021.0001","to21-021.0002","to21-021.0003","to21-021.0004","to21-022.0001","to21-022.0002","to21-022.0003","to21-023.0001","to21-023.0002","to21-023.0003"
6,"","","","","","","0","1","1","1","0","1","1","0","1","1"
7,"※大項目","地域コード","地域識別コード","境域年次(2015)","境域年次(2000)","","人口　総数","人口　男","人口　女","人口性比","世帯数　総数","世帯数　一般世帯","世帯数　施設等の世帯","世帯人員　総数","世帯人員　一般世帯","世帯人員　施設等の世帯"
64,"","13303","3","2015","2000","瑞穂町",33445,16951,16494,102.7707044986,13192,13179,13,33445,32658,787
65,"","13305","3","2015","2000","日の出町",17446,8485,8961,94.6880928468,5800,5765,35,17446,15459,1987
66,"","13307","3","2015","2000","檜原村",2209,1081,1128,95.8333333333,839,836,3,2209,2008,201
67,"","13308","3","2015","2000","奥多摩町",5234,2579,2655,97.1374764595,2045,2036,9,5234,4694,540
68,"","13360","c","2015","2000","大島支庁",12861,6535,6326,103.3038254821,6193,6171,22,12861,12221,640
69,"","13361","3","2015","2000","大島町",7884,4031,3853,104.6197767973,3947,3931,16,7884,7330,554
70,"","13362","3","2015","2000","利島村",337,191,146,130.8219178082,194,193,1,337,336,1
71,"","13363","3","2015","2000","新島村",2749,1344,1405,95.6583629893,1261,1257,4,2749,2708,41
72,"","13364","3","2015","2000","神津島村",1891,969,922,105.0976138829,791,790,1,1891,1847,44
73,"","13380","c","2015","2000","三宅支庁",2817,1539,1278,120.4225352113,1677,1676,1,2817,2767,50
74,"","13381","3","2015","2000","三宅村",2482,1350,1132,119.2579505300,1483,1482,1,2482,2432,50
75,"","13382","3","2015","2000","御蔵島村",335,189,146,129.4520547945,194,194,-,335,335,-
76,"","13400","c","2015","2000","八丈支庁",7791,3892,3899,99.8204667864,4038,4032,6,7791,7652,139
77,"","13401","3","2015","2000","八丈町",7613,3785,3828,98.8766980146,3913,3907,6,7613,7474,139
78,"","13402","3","2015","2000","青ヶ島村",178,107,71,150.7042253521,125,125,-,178,178,-
79,"","13420","c","2015","2000","小笠原支庁",3022,1893,1129,167.6705048716,1517,1446,71,3022,2578,444
80,"","13421","3","2015","2000","小笠原村",3022,1893,1129,167.6705048716,1517,1446,71,3022,2578,444
81,"","13000","d","2015","2000","東京都　人口集中地区",13294632,6556603,6738029,97.3074321883,6618316,6608563,9753,13294632,13116918,177714
82,"","13100","d","2015","2000","特別区部　人口集中地区",9272740,4567247,4705493,97.0620294197,4801194,4793594,7600,9272740,9168727,104013
83,"","13101","d","2015","2000","千代田区　人口集中地区",58406,29343,29063,100.9634242852,33262,33201,61,58406,58048,358
84,"","13102","d","2015","2000","中央区　人口集中地区",141183,67536,73647,91.7023096664,79272,79256,16,141183,140501,682
85,"","13103","d","2015","2000","港区　人口集中地区",243283,114717,128566,89.2281007420,130562,130487,75,243283,241605,1678
86,"","13104","d","2015","2000","新宿区　人口集中地区",333560,167258,166302,100.5748577888,204989,204547,442,333560,329309,4251
87,"","13105","d","2015","2000","文京区　人口集中地区",219724,105990,113734,93.1911301809,120858,120753,105,219724,216265,3459
88,"","13106","d","2015","2000","台東区　人口集中地区",198073,101982,96091,106.1306469909,112117,109302,2815,198073,193825,4248
89,"","13107","d","2015","2000","墨田区　人口集中地区",256274,127925,128349,99.6696507180,130862,130678,184,256274,254013,2261
90,"","13108","d","2015","2000","江東区　人口集中地区",498109,246750,251359,98.1663676256,243708,243575,133,498109,493714,4395
91,"","13109","d","2015","2000","品川区　人口集中地区",386855,191090,195765,97.6119326744,212374,212286,88,386855,384602,2253
92,"","13110","d","2015","2000","目黒区　人口集中地区",277622,130947,146675,89.2769728993,146162,146076,86,277622,275078,2544
93,"","13111","d","2015","2000","大田区　人口集中地区",717082,359753,357329,100.6783664354,371149,370734,415,717082,710996,6086
94,"","13112","d","2015","2000","世田谷区　人口集中地区",903346,428874,474472,90.3897384883,463632,463351,281,903346,891291,12055
95,"","13113","d","2015","2000","渋谷区　人口集中地区",224533,107986,116547,92.6544655804,135749,135520,229,224533,222306,2227
96,"","13114","d","2015","2000","中野区　人口集中地区",328215,165382,162833,101.5654075034,196132,196056,76,328215,325998,2217
97,"","13115","d","2015","2000","杉並区　人口集中地区",563997,271737,292260,92.9778279614,312001,311814,187,563997,558113,5884
98,"","13116","d","2015","2000","豊島区　人口集中地区",291167,146827,144340,101.7230151032,176376,176061,315,291167,288839,2328
99,"","13117","d","2015","2000","北区　人口集中地区",341076,169829,171247,99.1719562970,178379,178177,202,341076,337006,4070
100,"","13118","d","2015","2000","荒川区　人口集中地区",212264,105113,107151,98.0980112178,103101,102411,690,212264,209510,2754
101,"","13119","d","2015","2000","板橋区　人口集中地区",561916,276592,285324,96.9396195203,291408,291149,259,561916,552870,9046
102,"","13120","d","2015","2000","練馬区　人口集中地区",721722,351609,370113,95.0004458098,337987,337678,309,721722,712254,9468
103,"","13121","d","2015","2000","足立区　人口集中地区",670122,334922,335200,99.9170644391,310662,310434,228,670122,661730,8392
104,"","13122","d","2015","2000","葛飾区　人口集中地区",442913,221621,221292,100.1486723424,201380,201186,194,442913,435944,6969
105,"","13123","d","2015","2000","江戸川区　人口集中地区",681298,343464,337834,101.6664989314,309072,308862,210,681298,674910,6388
106,"","13201","d","2015","2000","八王子市　人口集中地区",517284,260468,256816,101.4220297801,231070,230814,256,517284,507574,9710
107,"","13202","d","2015","2000","立川市　人口集中地区",174212,85949,88263,97.3782898836,82493,82399,94,174212,171057,3155
108,"","13203","d","2015","2000","武蔵野市　人口集中地区",144730,69475,75255,92.3194472128,74022,73960,62,144730,142718,2012
109,"","13204","d","2015","2000","三鷹市　人口集中地区",186936,90641,96295,94.1284594216,90226,90093,133,186936,182777,4159
